,AnnualElectricSavings(kWh),AnnualGasSavings(Therms),AnnualOilSavings(Gallons),Cost-WeightedLifetime,ECM#,EnergyConservationMeasure,EstimatedAnnual$Savings,EstimatedInstallationCost,EstimatedNYSERDAIncentives,EstimatedPSEGLIIncentives,Life-CycleCostSavings,Life-CycleCostSavingsAfterIncentives,PeakDemandSavings(kW),ROIAfterIncentives,SimplePayback(Years),SimplePaybackAfterIncentive(Years),address,Input.borough,Input.address,Answer.bbl,Answer.x,Answer.y
217,0,,56.6,"1,925",4,Steam pipe insulation,$237,$175,$0,,"$1,690","$1,690",,966%,0.74,0.74,"334 Ashford Street, Brooklyn, NY, 11208",Brooklyn,"334 Ashford Street, Brooklyn, NY, 11208",3039990022.0,1016021,184922
218,0,,2.2,100,5,Low-flow faucet ae rators,$9,$10,$0,,$57,$57,,572%,1.09,1.09,"334 Ashford Street, Brooklyn, NY, 11208",Brooklyn,"334 Ashford Street, Brooklyn, NY, 11208",3039990022.0,1016021,184922
219,"10,791",,,,1,Install Efficient Lighting & Controls,"$3,181","$11,916","$2,830",,"$18,976","$21,806",,209%,3.75,2.86,"260 Broadway, Brooklyn, NY, 11211",Brooklyn,"260 Broadway, Brooklyn, NY, 11211",3021400021.0,995461,197483
220,"10,791",,,,1,Install Efficient Lighting & Controls,"$3,181","$11,916","$2,830",,"$18,976","$21,806",,209%,3.75,2.86,"599 Washington Ave, Brooklyn, NY, 11236",Brooklyn,"599 Washington Ave, Brooklyn, NY, 11236",3011320004.0,994273,186912
221,"11,571",,0.0,,1,Install Efficient Lighting & Controls,"$2,136","$10,591",$0,,"$10,158","$10,158",,96%,4.96,4.96,"2672 Broadway, New York, NY, 10025",Manhattan,"2672 Broadway, New York, NY, 10025",1018730042.0,992909,230066
222,"2,432",493.2,0.0,,1,Building Envelope Improvements,"$1,508","$5,498",$0,,"$4,225","$4,225",,77%,3.65,3.65,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
223,"23,170",0.0,0.0,,2,Install Efficient Lighting and Controls,"$5,789","$18,779","$1,960",,"$35,862","$37,822",,213%,3.24,2.91,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
224,0,"-9,864.1","8,394.4",,3,Boile r and Burner Control Replacement with Fuel Conversion,"$9,259","$55,997","$2,500",,"$12,150","$14,650",,23%,6.05,5.78,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
225,0,"-1,453.7","1,290.9",,4,DHW Replacement with Fue l Conversion,"$1,539","$8,000",$0,,"$6,950","$6,950",,87%,5.20,5.20,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
226,0,345.3,0.0,,5,Ozone Laundry System Installation,"$1,014","$1,600",$0,,"$6,400","$6,400",,400%,1.58,1.58,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
227,"3,468",0.0,0.0,,6,Consolidation of Freeze rs,$866,$0,$0,,$0,$0,,0%,0.00,0.00,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
228,0,181.4,0.0,,7,Low Flow Sink Aerators,$331,$55,$0,,"$2,384","$2,384",,4334%,0.17,0.17,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
229,679,0.0,0.0,,8,Computer Power Manageme nt Software,$170,$330,$0,,"$1,317","$1,317",,399%,1.95,1.95,"125 East 105th Street, New York, NY, 10029",Manhattan,"125 East 105th Street, New York, NY, 10029",1016330010.0,998843,227842
230,"7,758",,,,1,Install Demand Controlle d Kitchen Ventilation,"$1,707","$4,700",$900,,"$11,878","$12,778",,313%,2.75,2.23,"361 6th Ave, New York, NY, 10014",Manhattan,"361 6th Ave, New York, NY, 10014",1005920018.0,984078,206032
231,"1,544",,,,2,Install Programmable Thermostats,$340,$500,$0,,"$2,179","$2,179",,436%,1.47,1.47,"361 6th Ave, New York, NY, 10014",Manhattan,"361 6th Ave, New York, NY, 10014",1005920018.0,984078,206032
232,"4,236",,,,3,Refrige ration Upgrades to Walk-in Cooler and Freezer,$932,"$4,168",$340,,"$3,678","$4,018",,96%,4.47,4.11,"361 6th Ave, New York, NY, 10014",Manhattan,"361 6th Ave, New York, NY, 10014",1005920018.0,984078,206032
233,"2,388",0.0,,,1,Install Reduced Wattage T8's and LED Lamps,$637,"$1,757",$385,,"$4,435","$4,820",,351%,2.76,2.15,"102 West 144th Street, New York, NY, 10030",Manhattan,"102 West 144th Street, New York, NY, 10030",1020120038.0,1001561,237967
234,243,208.1,,,2,Install Programmable The rmostat,$303,$220,$0,,"$2,172","$2,172",,987%,0.73,0.73,"102 West 144th Street, New York, NY, 10030",Manhattan,"102 West 144th Street, New York, NY, 10030",1020120038.0,1001561,237967
235,0,6.2,,,3,Install Low Flow Aerators,$7,$10,$0,,$43,$43,,427%,1.40,1.40,"102 West 144th Street, New York, NY, 10030",Manhattan,"102 West 144th Street, New York, NY, 10030",1020120038.0,1001561,237967
236,"5,854",0.0,0.0,,1,Install Efficient Lighting & Controls,"$1,452","$5,866","$1,110",,"$8,123","$9,233",,194%,4.04,3.28,"163 East 111th, New York, NY, 10029",Manhattan,"163 East 111th, New York, NY, 10029",1016390021.0,999875,229094
237,0,"-4,900.4","3,624.0",,2,Switch Boiler to Natural Gas,"$4,475","$31,090",$0,,"$1,849","$1,849",,6%,6.95,6.95,"163 East 111th, New York, NY, 10029",Manhattan,"163 East 111th, New York, NY, 10029",1016390021.0,999875,229094
238,149,341.8,0.0,,3,Install Programmable Thermostat,$686,$440,$0,,"$4,974","$4,974",,1130%,0.64,0.64,"163 East 111th, New York, NY, 10029",Manhattan,"163 East 111th, New York, NY, 10029",1016390021.0,999875,229094
239,0,29.2,0.0,,4,Install Low Flow Faucet Aerators,$55,$35,$0,,$373,$373,,1065%,0.63,0.63,"163 East 111th, New York, NY, 10029",Manhattan,"163 East 111th, New York, NY, 10029",1016390021.0,999875,229094
240,"1,995",0.0,0.0,,5,Consolidate Refrigeration,$495,$0,$0,,,,,,0.00,0.00,"163 East 111th, New York, NY, 10029",Manhattan,"163 East 111th, New York, NY, 10029",1016390021.0,999875,229094
241,0,388.8,,,1,Building Envelope Improvements,$410,"$2,518",$0,,$28,$28,,1%,6.14,6.14,"2135-37 Third Ave, New York, NY, 10035",Manhattan,"2135-37 Third Ave, New York, NY, 10035",1016660047.0,1001028,230125
242,"8,292",0.0,,,2,Install Efficient Lighting & Controls,"$2,079","$14,746",$155,,"$5,405","$5,560",,38%,7.09,7.02,"2135-37 Third Ave, New York, NY, 10035",Manhattan,"2135-37 Third Ave, New York, NY, 10035",1016660047.0,1001028,230125
243,0,47.6,,,3,Low Flow Aerators,$50,$30,$0,,$339,$339,,1130%,0.60,0.60,"2135-37 Third Ave, New York, NY, 10035",Manhattan,"2135-37 Third Ave, New York, NY, 10035",1016660047.0,1001028,230125
244,0,123.5,,,4,Reduce DHW Supply Water Temperature,$130,$0,$0,,$549,$549,,immediate,0.00,0.00,"2135-37 Third Ave, New York, NY, 10035",Manhattan,"2135-37 Third Ave, New York, NY, 10035",1016660047.0,1001028,230125
245,0,,205.0,,1,Weather-S trip Exterior Doors,$758,"$1,750",$0,,"$2,957","$2,957",,169%,2.31,2.31,"171 W. 140th St., New York, NY, 10030",Manhattan,"171 W. 140th St., New York, NY, 10030",1020090006.0,1000679,237447
246,"6,206",,0.0,,2,Install Efficient Lighting & Controls,"$1,608","$6,529",$295,,"$9,013","$9,308",,149%,4.06,3.88,"171 W. 140th St., New York, NY, 10030",Manhattan,"171 W. 140th St., New York, NY, 10030",1020090006.0,1000679,237447
247,0,,"1,318.6",,3,Boiler Replacement,"$4,875","$36,505",$0,,"$19,415","$19,415",,53%,7.49,7.49,"171 W. 140th St., New York, NY, 10030",Manhattan,"171 W. 140th St., New York, NY, 10030",1020090006.0,1000679,237447
248,"1,180",,0.0,,4,Refrigeration Equipment Consolidation,$306,$0,$0,,"$2,562","$2,562",,immediate,0.00,0.00,"171 W. 140th St., New York, NY, 10030",Manhattan,"171 W. 140th St., New York, NY, 10030",1020090006.0,1000679,237447
249,"1,635",,0.0,,5,Vending Machine Controls,$424,$160,$0,,"$1,625","$1,625",,1015%,0.38,0.38,"171 W. 140th St., New York, NY, 10030",Manhattan,"171 W. 140th St., New York, NY, 10030",1020090006.0,1000679,237447
250,0,314.4,,,1,Envelope Improvements,$331,"$1,900",,,$158,,,8%,5.73,,"61 Rivington St., New York, NY, 10002",Manhattan,"61 Rivington St., New York, NY, 10002",1004150020.0,986927,201765
251,"4,125",0.0,,,2,Install Efficient Lighting & Controls,"$1,258","$4,851",,,"$7,305",,,151%,3.86,,"61 Rivington St., New York, NY, 10002",Manhattan,"61 Rivington St., New York, NY, 10002",1004150020.0,986927,201765
252,366,226.6,,,3,Install Programmable Thermostats,$350,$440,,,"$2,324",,,528%,1.26,,"61 Rivington St., New York, NY, 10002",Manhattan,"61 Rivington St., New York, NY, 10002",1004150020.0,986927,201765
253,0,23.3,,,4,Low Flow Aerators,$25,$50,,,$131,,,262%,2.03,,"61 Rivington St., New York, NY, 10002",Manhattan,"61 Rivington St., New York, NY, 10002",1004150020.0,986927,201765
254,0,31.2,,,5,Reduce DHW Temperature,$33,$0,,,$139,,,High,0.00,,"61 Rivington St., New York, NY, 10002",Manhattan,"61 Rivington St., New York, NY, 10002",1004150020.0,986927,201765
255,"29,656",0.0,0.0,,1,LED Upgrade And Occupancy Se nsors,"$6,958","$14,019",,,"$52,940",,,378%,2.01,,"118 W 95th Street, New York, NY, 10018",Manhattan,"118 W 95th Street, New York, NY, 10018",1012250041.0,992827,227958
256,0,"-2,636.8","7,001.0",,2,Decommission Oil Boile r,"$8,339","$20,000",,,"$41,374",,,207%,2.40,,"118 W 95th Street, New York, NY, 10018",Manhattan,"118 W 95th Street, New York, NY, 10018",1012250041.0,992827,227958
257,0,30.5,0.0,,3,Low Flow Aerators,$32,$35,,,$199,,,569%,1.10,,"118 W 95th Street, New York, NY, 10018",Manhattan,"118 W 95th Street, New York, NY, 10018",1012250041.0,992827,227958
258,"17,506",0.0,0.0,,1,Install Efficie nt Lighting & Controls,"$4,136","$7,145",,,"$32,731",,,458%,1.73,,"141 West 115th Street, New York, NY, 10026",Manhattan,"141 West 115th Street, New York, NY, 10026",1018250008.0,997743,231399
259,0,"-8,804.1","6,352.2",,2,Switch Boiler to Natural Gas,"$11,751","$46,225",,,"$40,259",,,87%,3.93,,"141 West 115th Street, New York, NY, 10026",Manhattan,"141 West 115th Street, New York, NY, 10026",1018250008.0,997743,231399
260,462,0.0,431.9,,3,Install Programmable Thermostats,"$1,657",$880,,,"$12,186",,,1385%,0.53,,"141 West 115th Street, New York, NY, 10026",Manhattan,"141 West 115th Street, New York, NY, 10026",1018250008.0,997743,231399
261,222,0.0,0.0,,4,Low Flow Aerators,$53,$20,,,$367,,,1834%,0.38,,"141 West 115th Street, New York, NY, 10026",Manhattan,"141 West 115th Street, New York, NY, 10026",1018250008.0,997743,231399
262,0,0.0,782.1,,1,Weatherization,"$1,886","$10,400",,,"$2,836",,,27%,5.52,,"49-55 Edgecombe Ave, New York, NY, 10030",Manhattan,"49-55 Edgecombe Ave, New York, NY, 10030",1020480001.0,998936,237593
263,"15,736",0.0,0.0,,2,Install Efficient Lighting & Controls,"$3,770","$18,602",,,"$26,367",,,142%,4.93,,"49-55 Edgecombe Ave, New York, NY, 10030",Manhattan,"49-55 Edgecombe Ave, New York, NY, 10030",1020480001.0,998936,237593
264,0,0.0,"1,777.6",,3,Boiler Replacement,"$4,285","$48,097",,,"$15,659",,,33%,11.22,,"49-55 Edgecombe Ave, New York, NY, 10030",Manhattan,"49-55 Edgecombe Ave, New York, NY, 10030",1020480001.0,998936,237593
265,0,9.9,0.0,,4,Low Flow Aerators,$17,$25,,,$123,,,494%,1.44,,"49-55 Edgecombe Ave, New York, NY, 10030",Manhattan,"49-55 Edgecombe Ave, New York, NY, 10030",1020480001.0,998936,237593
266,"1,438",0.0,0.0,,5,Consolidate Refrigeration Equipment,$345,$0,,,"$3,429",,,High,0.00,,"49-55 Edgecombe Ave, New York, NY, 10030",Manhattan,"49-55 Edgecombe Ave, New York, NY, 10030",1020480001.0,998936,237593
267,0,19.0,,,1,Window Air Sealing,$21,$140,,,$6,,,4%,6.75,,"239 W 139th Street, New York, NY, 10030",Manhattan,"239 W 139th Street, New York, NY, 10030",1020250113.0,999922,237569
268,"1,269",0.0,,,2,Upgrade to LED Lighting,$341,$793,,,"$3,281",,,414%,2.32,,"239 W 139th Street, New York, NY, 10030",Manhattan,"239 W 139th Street, New York, NY, 10030",1020250113.0,999922,237569
269,139,0.0,,,3,Replace Window AC,$37,$286,,,$5,,,2%,7.64,,"239 W 139th Street, New York, NY, 10030",Manhattan,"239 W 139th Street, New York, NY, 10030",1020250113.0,999922,237569
270,0,179.1,,,4,Install Pipe Insulation and Programmable Thermostats,$195,$340,,,"$1,468",,,432%,1.74,,"239 W 139th Street, New York, NY, 10030",Manhattan,"239 W 139th Street, New York, NY, 10030",1020250113.0,999922,237569
271,0,48.2,,,5,Low Flow Aerators,$53,$45,,,$404,,,898%,0.85,,"239 W 139th Street, New York, NY, 10030",Manhattan,"239 W 139th Street, New York, NY, 10030",1020250113.0,999922,237569
272,0,227.7,,,1,Envelope Improvements,$267,"$1,190",,,$688,,,58%,4.45,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
273,"5,473",0.0,,,2,Install Efficient Lighting & Controls,"$1,216","$2,245",,,"$11,944",,,532%,1.85,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
274,"1,268",0.0,,,3,Window AC Unit Replacements,$282,"$1,540",,,$655,,,43%,5.46,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
275,0,"1,593.4",,,4,Boiler Replacement,"$1,871","$26,347",,,"$1,495",,,6%,14.08,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
276,0,"1,263.2",,,5,Install Programmable Thermostat,"$1,484",$220,,,"$13,508",,,6140%,0.15,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
277,0,117.0,,,6,Reduce DHW Temperature,$137,$0,,,$629,,,High,0.00,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
278,"2,840",0.0,,,7,Replace Clothes Washers,$631,"$3,000",,,"$4,129",,,138%,4.75,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
279,"1,366",0.0,,,8,Replace Refrigerators,$304,"$1,660",,,"$1,363",,,82%,5.47,,"550 West End Ave, New York, NY, 10024",Manhattan,"550 West End Ave, New York, NY, 10024",1012340064.0,990547,226781
280,"15,246",0.0,0.0,,,Install Efficient Lighting,"$3,816","$9,596","$2,765",,"$27,461","$30,226",,442%,2.52,1.79,"111-113 Vermilyea Avenue, New York, NY, 10034",Manhattan,"111-113 Vermilyea Avenue, New York, NY, 10034",1022260007.0,1005928,254811
281,0,"-4,741.7","3,834.4",,,Boiler Fuel Switch,"$4,303","$20,000","$1,166",,"$29,357","$30,523",,162%,4.65,4.38,"111-113 Vermilyea Avenue, New York, NY, 10034",Manhattan,"111-113 Vermilyea Avenue, New York, NY, 10034",1022260007.0,1005928,254811
282,0,25.6,0.0,,,DHW Insulation Blanket,$49,$47,$27,,$315,$342,,1779%,0.95,0.39,"111-113 Vermilyea Avenue, New York, NY, 10034",Manhattan,"111-113 Vermilyea Avenue, New York, NY, 10034",1022260007.0,1005928,254811
283,0,486.5,0.0,,,Oven/Appliance Replacement,$933,"$3,000",$750,,"$4,820","$5,570",,248%,3.22,2.41,"111-113 Vermilyea Avenue, New York, NY, 10034",Manhattan,"111-113 Vermilyea Avenue, New York, NY, 10034",1022260007.0,1005928,254811
284,900,0.0,30.0,,,Air Sealing,$330,$150,$0,,"$2,279","$2,279",,1519%,0.45,0.45,"111-113 Vermilyea Avenue, New York, NY, 10034",Manhattan,"111-113 Vermilyea Avenue, New York, NY, 10034",1022260007.0,1005928,254811
285,0,0.0,129.0,,1,Envelope Improvements,$259,"$1,500",,,$320,,,21%,5.78,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
286,0,0.0,129.0,,1,Envelope Improvements,$259,"$1,500",,,$320,,,21%,5.78,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
287,"30,303",0.0,0.0,,2,Install Efficient Lighting & Controls,"$3,815","$24,915",,,"$20,604",,,83%,6.53,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
288,"30,303",0.0,0.0,,2,Install Efficient Lighting & Controls,"$3,815","$24,915",,,"$20,604",,,83%,6.53,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
289,0,4.7,0.0,,3,Low Flow Aerators,$6,$10,,,$39,,,395%,1.72,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
290,0,4.7,0.0,,3,Low Flow Aerators,$6,$10,,,$39,,,395%,1.72,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
291,"1,529",0.0,0.0,,4,Refrigeration Equipment Improvements,$193,"$1,640",,,$277,,,17%,8.52,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
292,"1,529",0.0,0.0,,4,Refrigeration Equipment Improvements,$193,"$1,640",,,$277,,,17%,8.52,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
293,"19,259",0.0,0.0,,1,Install Efficient Lighting & Controls,"$2,425","$8,313",,,"$20,344",,,245%,3.43,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
294,"19,259",0.0,0.0,,1,Install Efficient Lighting & Controls,"$2,425","$8,313",,,"$20,344",,,245%,3.43,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
295,"1,156",0.0,0.0,,2,Window AC Replacements,$146,"$1,100",,,$34,,,3%,7.56,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
296,"1,156",0.0,0.0,,2,Window AC Replacements,$146,"$1,100",,,$34,,,3%,7.56,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
297,0,"-8,368.5","6,690.6",,3,Boiler Replacement,"$9,459","$37,952",,,"$42,731",,,113%,4.01,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
298,0,"-8,368.5","6,690.6",,3,Boiler Replacement,"$9,459","$37,952",,,"$42,731",,,113%,4.01,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
299,0,135.8,0.0,,4,Install Pipe Insulation,$169,$275,,,"$1,289",,,469%,1.63,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
300,0,135.8,0.0,,4,Install Pipe Insulation,$169,$275,,,"$1,289",,,469%,1.63,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
301,0,473.0,0.0,,5,DHW Improvements,$589,"$6,050",,,$720,,,12%,10.28,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
302,0,473.0,0.0,,5,DHW Improvements,$589,"$6,050",,,$720,,,12%,10.28,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
303,796,0.0,0.0,,6,Refrigeration Equipment Improvements,$100,$720,,,$278,,,39%,7.18,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997632,220624
304,796,0.0,0.0,,6,Refrigeration Equipment Improvements,$100,$720,,,$278,,,39%,7.18,,"413 East 79th Street, New York, NY, 10021",Manhattan,"413 East 79th Street, New York, NY, 10021",1015590009.0,997504,220587
305,"24,788",0.0,0.0,,,Install Efficient Lighting & Controls,"$5,986","$12,825","$3,495",,"$45,317","$48,812",,523%,2.14,1.56,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
306,"3,888",0.0,0.0,,,Electric HVAC Replacement,$939,"$45,017","$2,000",,"-$35,950","-$33,950",,-79%,47.94,45.81,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
307,0,"-3,375.4","6,499.0",,,Fossil Fue l HVAC Replacement,"$22,764","$11,931",$0,,"$249,170","$249,170",,2088%,0.52,0.52,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
308,"1,098",205.8,0.0,,,HVAC Improvements & Controls,$538,$605,$320,,"$1,588","$1,908",,669%,1.12,0.53,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
309,0,87.9,0.0,,,DHW Improvements,$117,$115,$35,,$744,$779,,979%,0.98,0.68,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
310,"5,573",0.0,0.0,,,Refrigeration Equipment Improvements,"$1,346","$5,666",$320,,"$4,588","$4,908",,92%,4.21,3.97,"975 St. Nicholas Ave., New York, NY, 10032",Manhattan,"975 St. Nicholas Ave., New York, NY, 10032",1021090003.0,1000689,243210
311,0,472.5,,,1,Envelope Improvements,$498,"$3,300",,,$194,,,6%,6.63,,"59-61 W. 137th St., New York, NY, 10037",Manhattan,"59-61 W. 137th St., New York, NY, 10037",1017350010.0,1001285,236137
312,"1,450",0.0,,,2,Lighting Upgrades,$382,"$1,949",,,"$2,610",,,134%,5.10,,"59-61 W. 137th St., New York, NY, 10037",Manhattan,"59-61 W. 137th St., New York, NY, 10037",1017350010.0,1001285,236137
313,0,"1,141.2",,,3,Boiler Replacement,"$1,202","$17,047",,,$839,,,5%,14.18,,"59-61 W. 137th St., New York, NY, 10037",Manhattan,"59-61 W. 137th St., New York, NY, 10037",1017350010.0,1001285,236137
314,49,2.6,,,4,Low Flow Aerators,$16,$20,,,$113,,,567%,1.28,,"59-61 W. 137th St., New York, NY, 10037",Manhattan,"59-61 W. 137th St., New York, NY, 10037",1017350010.0,1001285,236137
315,0,472.5,,,1,Envelope Improvements,$498,"$3,300",,,$194,,,6%,6.63,,"171 Avenue C, Manhattan, NY, 10009",Manhattan,"171 Avenue C, Manhattan, NY, 10009",1003930035.0,990469,203890
316,"1,450",0.0,,,2,Lighting Upgrades,$382,"$1,949",,,"$2,610",,,134%,5.10,,"171 Avenue C, Manhattan, NY, 10009",Manhattan,"171 Avenue C, Manhattan, NY, 10009",1003930035.0,990469,203890
317,0,"1,141.2",,,3,Boiler Replacement,"$1,202","$17,047",,,$839,,,5%,14.18,,"171 Avenue C, Manhattan, NY, 10009",Manhattan,"171 Avenue C, Manhattan, NY, 10009",1003930035.0,990469,203890
318,49,2.6,,,4,Low Flow Aerators,$16,$20,,,$113,,,567%,1.28,,"171 Avenue C, Manhattan, NY, 10009",Manhattan,"171 Avenue C, Manhattan, NY, 10009",1003930035.0,990469,203890
319,"4,190",,0.0,,1,Install Efficient Lighting,"$1,334",$741,$200,,"$12,220","$12,420",,2259%,0.56,0.41,"132 W 134th Street, New York, NY, 10030",Manhattan,"132 W 134th Street, New York, NY, 10030",1019180054.0,999917,235862
320,0,,251.1,,2,Boiler Replacement,$940,"$9,097",$0,,"$1,685","$1,685",,19%,9.68,9.68,"132 W 134th Street, New York, NY, 10030",Manhattan,"132 W 134th Street, New York, NY, 10030",1019180054.0,999917,235862
321,541,,0.0,,3,DHW Tank Insulation,$172,$38,$0,,"$1,230","$1,230",,3205%,0.22,0.22,"132 W 134th Street, New York, NY, 10030",Manhattan,"132 W 134th Street, New York, NY, 10030",1019180054.0,999917,235862
322,400,,150.0,,4,Air Sealing,$689,"$2,000",$0,,"$3,071","$3,071",,154%,2.90,2.90,"132 W 134th Street, New York, NY, 10030",Manhattan,"132 W 134th Street, New York, NY, 10030",1019180054.0,999917,235862
323,120,160.0,,,1,Weather Stripping and Window AC Covers,$368,"$1,000",$0,,"$1,288","$1,288",,129%,2.71,2.71,"161 E 104th Street, New York, NY, 10029",Manhattan,"161 E 104th Street, New York, NY, 10029",1016320026.0,999071,227417
324,"2,401",0.0,,,2,Install Efficient Lighting & Controls,$641,"$1,194",$505,,"$4,997","$5,502",,725%,1.86,1.08,"161 E 104th Street, New York, NY, 10029",Manhattan,"161 E 104th Street, New York, NY, 10029",1016320026.0,999071,227417
325,0,264.6,,,3,Pipe Insulation and Programmable Thermostat,$556,$400,$90,,"$3,986","$4,076",,1286%,0.72,0.56,"161 E 104th Street, New York, NY, 10029",Manhattan,"161 E 104th Street, New York, NY, 10029",1016320026.0,999071,227417
326,0,86.4,,,4,Tank Insulation and Low Flow Ae rators,$182,$58,$23,,"$1,183","$1,205",,3303%,0.32,0.20,"161 E 104th Street, New York, NY, 10029",Manhattan,"161 E 104th Street, New York, NY, 10029",1016320026.0,999071,227417
327,240,100.0,,,1,Insulate Baseme nt Ceiling,$204,"$2,760",$0,,$42,$42,,2%,13.56,13.56,"1480 5th Avenue, New York, NY, 10035",Manhattan,"1480 5th Avenue, New York, NY, 10035",1017180033.0,999419,231769
328,497,0.0,,,2,Upgrade Lighting,$148,"$1,075",$170,,$361,$531,,40%,7.27,6.12,"1480 5th Avenue, New York, NY, 10035",Manhattan,"1480 5th Avenue, New York, NY, 10035",1017180033.0,999419,231769
329,"2,395",0.0,0.0,,1,Install Efficient Lighting & Controls,$615,"$2,138",$80,,"$3,831","$3,911",,190%,3.48,3.35,"15 Mount Morris Park West, New York, NY, 10027",Manhattan,"15 Mount Morris Park West, New York, NY, 10027",1017200058.0,999345,232503
330,0,"-8,898.1","6,778.9",,2,Boiler Fuel Switch,"$11,183","$46,173","$1,526",,"$36,131","$37,657",,84%,4.13,3.99,"15 Mount Morris Park West, New York, NY, 10027",Manhattan,"15 Mount Morris Park West, New York, NY, 10027",1017200058.0,999345,232503
331,"3,637",,,,1,Install Efficient Lighting,"$1,053","$1,470",$0,,"$8,762","$8,762",,596%,1.40,1.40,"69-71 Grand Avenue, Middle Village, NY, 11378",Queens,"69-71 Grand Avenue, Middle Village, NY, 11378",4025030004.0,1013807,204341
